UID,Borough,BreedName
855,Manhattan,Maltese
856,Queens,Siberian Husky
857,Manhattan,"Bull Dog, French"
858,Bronx,Field Spaniel
859,Staten Island,American Pit Bull Mix / Pit Bull Mix
860,Manhattan,"Collie, Border"
861,Manhattan,Unknown
862,Bronx,Bernese Mountain Dog
863,Manhattan,Unknown
864,Manhattan,American Staffordshire Terrier 
865,Manhattan,Australian Kelpie
866,Manhattan,Boxer
867,Brooklyn,Labrador Retriever
868,Brooklyn,German Shepherd Crossbreed
869,Staten Island,American Pit Bull Mix / Pit Bull Mix
870,Queens,Jack Russell Terrier
871,Staten Island,Labrador Retriever
872,Manhattan,Parson Russell Terrier
873,Manhattan,Labrador Retriever
874,Queens,Beagle
875,Brooklyn,Boston Terrier
876,Manhattan,Cocker Spaniel
877,Queens,Beagle
878,Bronx,Yorkshire Terrier
879,Brooklyn,"Poodle, Standard"
880,Manhattan,Unknown
881,Manhattan,Maltese
882,Staten Island,American Pit Bull Mix / Pit Bull Mix
883,Brooklyn,West High White Terrier
884,Manhattan,Unknown
885,Brooklyn,Pug
886,Manhattan,Yorkshire Terrier
887,Brooklyn,Unknown
888,Manhattan,Cairn Terrier
889,Queens,Labrador Retriever
890,Manhattan,Cotton De Tulear
891,Bronx,Yorkshire Terrier
892,Queens,"Poodle, Miniature"
893,Brooklyn,Boston Terrier
894,Brooklyn,Pug
895,Queens,Poodle
896,Manhattan,Australian Terrier
897,Brooklyn,German Shepherd Crossbreed
898,Queens,Unknown
899,Queens,Yorkshire Terrier
900,Manhattan,Labrador Retriever
901,Manhattan,Chihuahua
902,Brooklyn,Miniature Schnauzer
903,Manhattan,Shih Tzu
904,Manhattan,Labrador Retriever
905,Manhattan,"Poodle, Standard"
906,Manhattan,Unknown
907,Manhattan,Shih Tzu
908,Queens,Sealyham Terrier
909,Manhattan,Maltese
910,Brooklyn,"Mastiff, Old English"
911,Manhattan,Brussels Griffon
912,Staten Island,American Pit Bull Terrier/Pit Bull
913,Manhattan,Maltese
914,Manhattan,Maltese
915,Manhattan,Siberian Husky
916,Staten Island,Chihuahua
917,Manhattan,Labrador Retriever
918,Manhattan,"Poodle, Miniature"
919,Staten Island,American Pit Bull Terrier/Pit Bull
920,Manhattan,"Dachshund, Long Haired"
921,Queens,Maltese
922,Brooklyn,American Pit Bull Mix / Pit Bull Mix
923,Queens,Maltese
924,Manhattan,Brussels Griffon
925,Brooklyn,Pomeranian
926,Manhattan,Labrador Retriever
927,Staten Island,American Pit Bull Terrier/Pit Bull
928,Brooklyn,Silky Terrier
929,Bronx,Bulldog
930,Brooklyn,Unknown
931,Staten Island,German Shepherd Dog
932,Brooklyn,Old English Sheepdog
933,Manhattan,Beagle
934,Bronx,American Pit Bull Terrier/Pit Bull
935,Queens,Unknown
936,Brooklyn,Boston Terrier
937,Brooklyn,French Bulldog
938,Manhattan,Chihuahua
939,Manhattan,Golden Retriever
940,Bronx,American Pit Bull Terrier/Pit Bull
941,Brooklyn,Beagle Crossbreed
942,Queens,Unknown
943,Staten Island,Siberian Husky
944,Staten Island,Unknown
945,Bronx,Miniature Pinscher
946,Queens,German Shepherd Dog
947,Bronx,Rottweiler
948,Brooklyn,Unknown
949,Manhattan,Miniature Schnauzer
950,Brooklyn,"Bull Dog, English"
951,Bronx,Unknown
952,Queens,American Pit Bull Terrier/Pit Bull
953,Manhattan,"Schnauzer, Miniature"
954,Manhattan,"Bull Dog, French"
955,Manhattan,Bulldog
956,Brooklyn,Lhasa Apso
957,Manhattan,Weimaraner
958,Manhattan,Havanese
959,Bronx,Unknown
960,Staten Island,Labrador Retriever
961,Staten Island,Shih Tzu
962,Manhattan,Weimaraner
963,Staten Island,Shih Tzu
964,Brooklyn,Unknown
965,Queens,Yorkshire Terrier
966,Queens,German Shepherd Dog
967,Manhattan,Labrador Retriever Crossbreed
968,Brooklyn,"Poodle, Miniature"
969,Manhattan,Collie Crossbreed
970,Manhattan,Labrador Retriever
971,Manhattan,Yorkshire Terrier
972,Manhattan,Unknown
973,Bronx,Beagle
974,Brooklyn,Unknown
975,Manhattan,Tibetan Spaniel
976,Queens,Pomeranian
977,Manhattan,"Pointer, German Shorthaired"
978,Manhattan,Miniature Pinscher
979,Manhattan,Chihuahua
980,Manhattan,"Pointer, German Shorthaired"
981,Brooklyn,German Shepherd Crossbreed
982,Manhattan,Yorkshire Terrier
983,Queens,Pug
984,Manhattan,Chihuahua
985,Manhattan,Unknown
986,Brooklyn,Whippet
987,Manhattan,Nova Scotia Duck Tolling Retriever
988,Manhattan,Unknown
989,Bronx,Poodle
990,Brooklyn,Labrador Retriever
991,Manhattan,Dachshund Smooth Coat
992,Manhattan,Chihuahua
993,Manhattan,Poodle
994,Manhattan,"Bull Dog, English"
995,Queens,Chihuahua
996,Manhattan,Unknown
997,Manhattan,Shih Tzu
998,Brooklyn,Labrador Retriever
999,Brooklyn,American Pit Bull Mix / Pit Bull Mix
1000,Bronx,Shiba Inu
1001,Queens,Shih Tzu
1002,Manhattan,Labrador Retriever Crossbreed
1003,Queens,Shih Tzu
1004,Queens,Labrador Retriever
1005,Brooklyn,German Shepherd Dog
1006,Manhattan,Chihuahua
1007,Manhattan,Plott
1008,Manhattan,Shiba Inu
1009,Manhattan,Labrador Retriever
1010,Brooklyn,Boxer
1011,Brooklyn,"Bull Dog, English"
1012,Queens,Cocker Spaniel
1013,Staten Island,Australian Shepherd
1014,Queens,Boston Terrier
1015,Manhattan,Border Collie
1016,Staten Island,Unknown
1017,Staten Island,Jack Russell Terrier
1018,Brooklyn,Yorkshire Terrier
1019,Manhattan,Chihuahua
1020,Bronx,German Shepherd Dog
1021,Queens,Bernese Mountain Dog
1022,Queens,Boxer
1023,Queens,"Bull Dog, English"
1024,Brooklyn,Pomeranian
1025,Manhattan,Unknown
1026,Brooklyn,Unknown
1027,Queens,Dalmatian
1028,Manhattan,Yorkshire Terrier
1029,Queens,Beagle
1031,Bronx,Maltese
1032,Manhattan,Labrador Retriever
1033,Queens,Beagle
1034,Bronx,Shih Tzu
1035,Staten Island,Australian Shepherd
1036,Staten Island,Bichon Frise
1037,Manhattan,Unknown
1038,Brooklyn,"Poodle, Standard"
1039,Manhattan,Wheaton Terrier
1040,Brooklyn,Labrador Retriever Crossbreed
1041,Staten Island,Lhasa Apso
1042,Queens,"Dachshund, Long Haired"
1043,Bronx,Shiba Inu
1044,Manhattan,Chihuahua
1045,Staten Island,German Shepherd Crossbreed
1046,Staten Island,Rottweiler
1047,Bronx,"Collie, Rough Coat"
1048,Queens,"Schnauzer, Miniature"
1049,Manhattan,Maltese
1050,Brooklyn,"Bull Dog, English"
1051,Bronx,"Bull Dog, French"
1052,Bronx,Shiba Inu
1053,Manhattan,Cavalier King Charles Spaniel
1054,Bronx,Labrador Retriever
1055,Brooklyn,Shih Tzu
1056,Manhattan,Wire Fox Terrier
1057,Bronx,Pomeranian
1058,Brooklyn,Unknown
1059,Staten Island,Boston Terrier
1060,Bronx,Unknown
1061,Brooklyn,"Dachshund, Long Haired Miniature"
1062,Brooklyn,Pug
1063,Brooklyn,Lancashire Heeler
1064,Manhattan,Border Collie
1065,Brooklyn,"Poodle, Miniature"
1066,Queens,Unknown
1067,Manhattan,Unknown
1068,Queens,Unknown
1069,Brooklyn,Unknown
1070,Manhattan,American Eskimo dog
1071,Queens,"Poodle, Miniature"
1072,Brooklyn,Chihuahua
1073,Manhattan,Shih Tzu
1074,Brooklyn,Wheaton Terrier
1075,Brooklyn,"Dachshund, Long Haired Miniature"
1076,Manhattan,American Pit Bull Mix / Pit Bull Mix
1077,Manhattan,Boxer
1078,Manhattan,Dachshund Smooth Coat
1079,Manhattan,Beagle Crossbreed
1080,Manhattan,Unknown
1081,Manhattan,Unknown
1082,Brooklyn,French Bulldog
1083,Brooklyn,Cotton De Tulear
1084,Manhattan,Unknown
1085,Manhattan,Pointer
1086,Manhattan,Unknown
1087,Manhattan,Golden Retriever
1088,Queens,Pekingese
1089,Bronx,Maltese
1090,Queens,Golden Retriever
1091,Manhattan,"Bull Dog, English"
1092,Queens,Schipperke
1093,Manhattan,Rottweiler
1094,Brooklyn,Cocker Spaniel
1095,Manhattan,Cavalier King Charles Spaniel
1096,Manhattan,Maltese
1097,Brooklyn,Rhodesian Ridgeback
1098,Manhattan,Unknown
1099,Brooklyn,Yorkshire Terrier
1100,Bronx,Maltese
1101,Brooklyn,Labrador Retriever
1102,Manhattan,American Pit Bull Terrier/Pit Bull
1103,Manhattan,Unknown
1104,Manhattan,"Dachshund, Wirehaired, Miniature"
1105,Queens,American Pit Bull Terrier/Pit Bull
1106,Staten Island,Shih Tzu
1107,Queens,Border Collie
1108,Manhattan,American Pit Bull Terrier/Pit Bull
1110,Manhattan,American Pit Bull Terrier/Pit Bull
1111,Brooklyn,German Shepherd Dog
1112,Manhattan,Bull Terrier
1113,Staten Island,Australian Cattledog
1114,Manhattan,Shih Tzu
1115,Manhattan,"Dachshund, Long Haired Miniature"
1116,Queens,French Bulldog
1117,Queens,Pug
1118,Brooklyn,German Shepherd Dog
1119,Queens,Labrador Retriever Crossbreed
1120,Queens,Cocker Spaniel
1121,Brooklyn,Cavalier King Charles Spaniel
1122,Queens,Labrador Retriever
1123,Manhattan,Boxer
1124,Manhattan,Unknown
1125,Manhattan,Boxer
1126,Brooklyn,Labrador Retriever
1127,Brooklyn,Bichon Frise
1128,Brooklyn,Unknown
1129,Bronx,Shih Tzu
1130,Brooklyn,Unknown
1131,Brooklyn,Shih Tzu
1132,Bronx,Cane Corso
1133,Queens,Unknown
1134,Manhattan,German Shepherd Crossbreed
1135,Manhattan,"Schnauzer, Miniature"
1136,Manhattan,"Schnauzer, Miniature"
1137,Brooklyn,Maltese
1138,Queens,Golden Retriever
1139,Manhattan,Havanese
1140,Manhattan,Shetland Sheepdog
1141,Staten Island,"Bull Dog, English"
1142,Queens,Golden Retriever
1143,Manhattan,Shih Tzu
1144,Manhattan,"Poodle, Toy"
1145,Bronx,Chihuahua
1146,Queens,"Poodle, Miniature"
1147,Brooklyn,Wheaton Terrier
1148,Manhattan,Unknown
1149,Bronx,Siberian Husky
1150,Queens,"Schnauzer, Miniature"
1151,Manhattan,Dachshund
1152,Bronx,"Poodle, Miniature"
1153,Manhattan,Cane Corso
1154,Bronx,Yorkshire Terrier
1155,Manhattan,Shih Tzu
1156,Brooklyn,"Bull Dog, French"
1157,Manhattan,Unknown
1158,Manhattan,"Poodle, Miniature"
1159,Manhattan,Unknown
1160,Manhattan,"Poodle, Toy"
1161,Manhattan,West High White Terrier
1162,Manhattan,Beagle Crossbreed
1163,Manhattan,Lhasa Apso
1164,Brooklyn,Boston Terrier
1165,Manhattan,Unknown
1166,Queens,Yorkshire Terrier
1167,Brooklyn,Unknown
1168,Brooklyn,Unknown
1169,Staten Island,Beagle
1170,Manhattan,"Bull Dog, English"
1171,Queens,"Dachshund, Wirehaired, Miniature"
1172,Manhattan,Shih Tzu
1173,Manhattan,Labrador Retriever
1174,Queens,Yorkshire Terrier
1175,Manhattan,Cavalier King Charles Spaniel
1176,Manhattan,Golden Retriever
1177,Bronx,Shih Tzu
1178,Manhattan,Unknown
1179,Brooklyn,Labrador Retriever Crossbreed
1180,Manhattan,Cavalier King Charles Spaniel
1181,Manhattan,Shih Tzu
1182,Brooklyn,West Highland White Terrier
1183,Brooklyn,Unknown
1184,Bronx,"Mastiff, Bull"
1185,Manhattan,Wheaton Terrier
1186,Brooklyn,Beagle
1187,Bronx,Doberman Pinscher
1188,Manhattan,Labrador Retriever
1189,Queens,German Shepherd Dog
1190,Brooklyn,Chihuahua
1191,Brooklyn,Cairn Terrier
1192,Manhattan,Pekingese
1193,Queens,"Bull Dog, French"
1194,Manhattan,Shiba Inu
1195,Brooklyn,Golden Retriever
1196,Manhattan,Norwich Terrier
1197,Manhattan,Labrador Retriever
1198,Manhattan,Pug
1199,Manhattan,Maltese
1201,Queens,Yorkshire Terrier
1202,Manhattan,"Bull Dog, French"
1203,Manhattan,Russell Terrier
1204,Brooklyn,Golden Retriever
1205,Brooklyn,American Pit Bull Terrier/Pit Bull
1206,Queens,Beagle
1207,Queens,Pomeranian
1208,Brooklyn,American Pit Bull Terrier/Pit Bull
1209,Bronx,Doberman Pinscher
1210,Brooklyn,Unknown
1211,Brooklyn,American Pit Bull Mix / Pit Bull Mix
1212,Brooklyn,Cavalier King Charles Spaniel
1213,Queens,"Bull Dog, French"
1214,Queens,German Shepherd Dog
1215,Queens,Labrador Retriever
1216,Staten Island,Cairn Terrier
1217,Queens,Chihuahua
1218,Brooklyn,Unknown
1219,Staten Island,Shih Tzu
1220,Manhattan,Lhasa Apso
1221,Brooklyn,Unknown
1222,Manhattan,Unknown
1223,Bronx,Havanese
1224,Bronx,Maltese
1225,Queens,Boxer
1226,Manhattan,Labradoodle
1227,Brooklyn,Beagle
1228,Brooklyn,Labrador Retriever Crossbreed
1229,Manhattan,Unknown
1230,Brooklyn,Labrador Retriever
1231,Queens,Labrador Retriever
1232,Staten Island,Labrador Retriever
1233,Manhattan,Labradoodle
1234,Manhattan,"Collie, Border"
1236,Manhattan,"Dachshund, Long Haired Miniature"
1237,Manhattan,"Bull Dog, English"
1238,Brooklyn,"Shar-Pei, Chinese"
1239,Queens,Maltese
1240,Brooklyn,Dachshund
1241,Manhattan,"Schnauzer, Miniature"
1242,Brooklyn,Bichon Frise
1243,Queens,Chihuahua
1244,Manhattan,Unknown
1245,Queens,German Shepherd Crossbreed
1246,Manhattan,Labrador Retriever Crossbreed
1247,Staten Island,Labrador Retriever
1248,Brooklyn,German Shepherd Dog
1249,Bronx,Labrador Retriever Crossbreed
1250,Manhattan,Unknown
1251,Manhattan,Golden Retriever
1252,Bronx,Yorkshire Terrier
1253,Bronx,American Pit Bull Terrier/Pit Bull
1254,Brooklyn,Poodle
1255,Manhattan,Unknown
1256,Queens,Chinese Crested
1257,Brooklyn,Dachshund
1258,Manhattan,Doberman Pinscher
1259,Manhattan,Cavalier King Charles Spaniel
1260,Manhattan,Dachshund Smooth Coat Miniature
1261,Brooklyn,Shih Tzu
1262,Manhattan,Bichon Frise
1263,Queens,"Bull Dog, English"
1264,Brooklyn,Boxer
1265,Brooklyn,American Pit Bull Terrier/Pit Bull
1266,Brooklyn,"Welsh Corgi, Cardigan"
1267,Manhattan,Labrador Retriever
1268,Queens,Shih Tzu
1269,Brooklyn,Pomeranian
1270,Manhattan,Beagle
1271,Queens,Yorkshire Terrier
1272,Brooklyn,Labrador Retriever Crossbreed
1273,Manhattan,Labrador Retriever Crossbreed
1274,Manhattan,Unknown
1275,Manhattan,Unknown
1276,Bronx,Shih Tzu
1277,Manhattan,Puggle
1278,Bronx,Jack Russell Terrier
1279,Queens,Labrador Retriever
1280,Manhattan,Maltese
1281,Brooklyn,Beagle
1282,Manhattan,Tibetan Terrier
1283,Manhattan,Unknown
1284,Brooklyn,Unknown
1285,Queens,Boston Terrier
1286,Bronx,"Mastiff, Bull"
1287,Manhattan,Unknown
1288,Manhattan,Labradoodle
1289,Manhattan,Unknown
1290,Brooklyn,Unknown
1291,Brooklyn,Border Terrier
1292,Brooklyn,Labrador Retriever
1293,Brooklyn,German Shepherd Crossbreed
1294,Brooklyn,Jack Russell Terrier
1295,Brooklyn,Australian Cattle Dog
1296,Brooklyn,Cavalier King Charles Spaniel
1297,Manhattan,Yorkshire Terrier
1298,Manhattan,German Shepherd Crossbreed
1299,Brooklyn,Shih Tzu
1300,Manhattan,Pomeranian
1301,Manhattan,Unknown
1302,Manhattan,Tibetan Spaniel
1303,Manhattan,Golden Retriever
1304,Brooklyn,Unknown
1305,Manhattan,"Bull Dog, French"
1306,Manhattan,Unknown
1307,Brooklyn,Basenji
1308,Brooklyn,Jack Russell Terrier
1309,Queens,Beagle
1310,Brooklyn,Beagle
1311,Brooklyn,Labrador Retriever
1312,Manhattan,Jack Russell Terrier
1313,Manhattan,Unknown
1314,Brooklyn,Jack Russell Terrier
1315,Brooklyn,Rat Terrier
1316,Manhattan,Labradoodle
1317,Manhattan,"Bull Dog, French"
1318,Manhattan,Rat Terrier
1319,Manhattan,Brittany Spaniel
1320,Brooklyn,Chihuahua
1321,Manhattan,Unknown
1322,Manhattan,Cairn Terrier
1323,Manhattan,Shih Tzu
1324,Bronx,American Pit Bull Terrier/Pit Bull
1325,Queens,Maltese
1326,Queens,Bichon Frise
1327,Queens,Shih Tzu
1328,Manhattan,Unknown
1329,Manhattan,Cocker Spaniel
1330,Manhattan,Unknown
1331,Brooklyn,Tibetan Spaniel
1332,Manhattan,Wheaton Terrier
1333,Brooklyn,Vizsla
1334,Brooklyn,Chihuahua
1335,Brooklyn,Unknown
1336,Manhattan,Labrador Retriever Crossbreed
1337,Manhattan,"Bull Dog, French"
1338,Brooklyn,Yorkshire Terrier
1339,Brooklyn,Siberian Husky
1340,Manhattan,Shih Tzu
1341,Brooklyn,Golden Retriever
1342,Manhattan,Shetland Sheepdog
1343,Queens,Miniature Pinscher
1344,Brooklyn,"Coonhound, Treeing Walker"
1345,Manhattan,Havanese
1346,Staten Island,Havanese
1347,Queens,Unknown
1348,Bronx,Poodle
1349,Manhattan,"Collie, Border"
1350,Brooklyn,Rat Terrier
1351,Manhattan,Havanese
1352,Manhattan,Havanese
1353,Brooklyn,"Schnauzer, Miniature"
1354,Manhattan,Chihuahua
1355,Queens,Cocker Spaniel
1356,Manhattan,Labrador Retriever Crossbreed
1357,Brooklyn,Unknown
1358,Brooklyn,Boston Terrier
1359,Brooklyn,Australian Shepherd
1360,Manhattan,Beagle Crossbreed
1361,Brooklyn,Labrador Retriever Crossbreed
1362,Manhattan,Dachshund Smooth Coat
1363,Queens,"Poodle, Toy"
1364,Manhattan,Beagle
1365,Brooklyn,"Bull Dog, French"
1366,Manhattan,Unknown
1367,Manhattan,Labrador Retriever
1368,Manhattan,Australian Cattledog
1369,Queens,Labrador Retriever
1370,Brooklyn,Bassett Hound
1371,Brooklyn,American Pit Bull Terrier/Pit Bull
1372,Manhattan,Pug
1373,Brooklyn,Labrador Retriever
1374,Manhattan,Brussels Griffon
1375,Queens,Bassett Hound
1376,Queens,Boxer
1377,Manhattan,"Schnauzer, Miniature"
1378,Manhattan,Jack Russell Terrier
1379,Queens,Unknown
1380,Manhattan,Unknown
1381,Manhattan,Cavalier King Charles Spaniel
1382,Queens,Golden Retriever
1383,Manhattan,American Pit Bull Mix / Pit Bull Mix
1384,Manhattan,Norwich Terrier
1385,Manhattan,Boxer
1386,Brooklyn,Italian Greyhound
1387,Manhattan,"Poodle, Standard"
1388,Manhattan,Boston Terrier
1389,Bronx,Boxer
1390,Manhattan,Yorkshire Terrier
1391,Brooklyn,German Shepherd Dog
1392,Manhattan,"Bull Dog, French"
1393,Bronx,German Shepherd Dog
1394,Manhattan,Whippet
1395,Bronx,Golden Retriever
1396,Manhattan,"Schnauzer, Standard"
1397,Queens,American Pit Bull Terrier/Pit Bull
1398,Manhattan,Australian Shepherd
1399,Brooklyn,Labrador Retriever
1400,Manhattan,Unknown
1401,Manhattan,Unknown
1402,Manhattan,Unknown
1403,Manhattan,Unknown
1404,Manhattan,Shih Tzu
1405,Manhattan,Unknown
1406,Manhattan,Labradoodle
1407,Manhattan,Cavalier King Charles Spaniel
1408,Manhattan,Labrador Retriever
1409,Brooklyn,Samoyed
1410,Brooklyn,Norfolk Terrier
1411,Brooklyn,Jack Russell Terrier
1412,Staten Island,American Staffordshire Terrier 
1413,Queens,Scottish Terrier
1414,Brooklyn,Dachshund Smooth Coat Miniature
1415,Staten Island,Australian Silky Terrier
1416,Manhattan,Italian Greyhound
1417,Manhattan,"Schnauzer, Miniature"
1418,Manhattan,Bassett Hound
1419,Manhattan,Unknown
1420,Brooklyn,Yorkshire Terrier
1421,Manhattan,Unknown
1422,Manhattan,Unknown
1423,Manhattan,Collie Crossbreed
1424,Manhattan,Shih Tzu
1425,Queens,"Poodle, Toy"
1426,Queens,Unknown
1427,Queens,Labrador Retriever
1428,Staten Island,Yorkshire Terrier
1429,Staten Island,Pekingese
1430,Queens,Pomeranian
1431,Manhattan,Border Collie
1432,Queens,Unknown
1433,Brooklyn,Labrador Retriever
1434,Manhattan,Unknown
1435,Queens,Labrador Retriever Crossbreed
1436,Brooklyn,Silky Terrier
1437,Manhattan,American Staffordshire Terrier 
1438,Queens,Unknown
1439,Manhattan,Unknown
1440,Bronx,Chihuahua
1441,Manhattan,Unknown
1442,Brooklyn,Unknown
1443,Staten Island,"Poodle, Toy"
1444,Brooklyn,"Bull Dog, French"
1445,Queens,Unknown
1446,Manhattan,Pug
1447,Manhattan,Havanese
1448,Manhattan,Unknown
1449,Queens,American Pit Bull Terrier/Pit Bull
1450,Manhattan,Scottish Terrier
1451,Manhattan,Labrador Retriever
1452,Queens,Cavalier King Charles Spaniel
1453,Queens,Siberian Husky
1454,Brooklyn,"Bull Dog, French"
1455,Manhattan,Cavalier King Charles Spaniel
1456,Manhattan,"Dachshund, Long Haired"
1457,Bronx,Yorkshire Terrier
1458,Bronx,Unknown
1459,Queens,Pomeranian
1460,Manhattan,Labrador Retriever
1461,Queens,Unknown
1462,Staten Island,Unknown
1463,Bronx,Havanese
1464,Brooklyn,Vizsla
1465,Staten Island,Labrador Retriever
1466,Manhattan,Maltese
1467,Manhattan,Boston Terrier
1468,Manhattan,Maltese
1469,Manhattan,Yorkshire Terrier
1470,Brooklyn,"Bull Dog, English"
1471,Brooklyn,Unknown
1472,Staten Island,Wheaton Terrier
1473,Manhattan,Unknown
1474,Brooklyn,"Bull Dog, English"
1475,Staten Island,Unknown
1477,Queens,Maltese
1478,Brooklyn,Pekingese
1479,Manhattan,"Bull Dog, French"
1480,Brooklyn,"Schnauzer, Standard"
1481,Manhattan,Wheaton Terrier
1482,Manhattan,Boxer
1483,Brooklyn,Great Dane
1484,Manhattan,Shetland Sheepdog
1485,Brooklyn,Unknown
1486,Queens,German Shepherd Dog
1487,Manhattan,"Poodle, Standard"
1488,Manhattan,Unknown
1489,Manhattan,Australian Cattle Dog
1490,Manhattan,Wheaton Terrier
1491,Queens,Boston Terrier
1492,Manhattan,Unknown
1493,Manhattan,Boxer
1494,Manhattan,Bull Terrier
1495,Brooklyn,Labrador Retriever Crossbreed
1496,Brooklyn,"Poodle, Toy"
1497,Brooklyn,Labrador Retriever Crossbreed
1498,Queens,Yorkshire Terrier
1499,Staten Island,"Poodle, Miniature"
1500,Queens,Labrador Retriever
1501,Brooklyn,Labrador Retriever Crossbreed
1502,Brooklyn,"Bull Dog, French"
1503,Manhattan,Golden Retriever
1504,Brooklyn,Rhodesian Ridgeback
1505,Manhattan,Beagle
1506,Queens,Yorkshire Terrier
1507,Queens,"Bull Dog, English"
1508,Brooklyn,Labrador Retriever
1509,Queens,Unknown
1510,Queens,Cocker Spaniel
1511,Brooklyn,Cocker Spaniel
1512,Manhattan,Cavalier King Charles Spaniel
1513,Manhattan,Dachshund Smooth Coat Miniature
1514,Manhattan,English Cocker Spaniel
1515,Queens,Unknown
1516,Manhattan,Pug
1517,Queens,Unknown
1518,Brooklyn,Siberian Husky
1519,Brooklyn,Portuguese Water Dog
1520,Brooklyn,Maltese
1521,Brooklyn,"Schnauzer, Miniature"
1522,Manhattan,Shih Tzu
1523,Staten Island,Collie
1524,Manhattan,Unknown
1525,Queens,Labrador Retriever
1526,Brooklyn,German Shepherd Dog
1527,Manhattan,Rottweiler
1528,Queens,Unknown
1529,Brooklyn,Unknown
1530,Manhattan,Cavalier King Charles Spaniel
1531,Brooklyn,"Bull Dog, English"
1532,Brooklyn,German Shepherd Dog
1533,Manhattan,Italian Greyhound
1534,Queens,Unknown
1535,Brooklyn,Unknown
1536,Queens,Unknown
1537,Manhattan,Maltese
1538,Manhattan,Poodle
1539,Manhattan,Havanese
1540,Queens,Unknown
1541,Manhattan,Siberian Husky
1542,Queens,Siberian Husky
1543,Brooklyn,Pomeranian
1544,Staten Island,Unknown
1545,Manhattan,Labrador Retriever
1546,Manhattan,Shih Tzu
1547,Queens,Akita Crossbreed
1548,Manhattan,Labrador Retriever Crossbreed
1549,Manhattan,Unknown
1550,Brooklyn,Unknown
1551,Staten Island,Lhasa Apso
1552,Manhattan,"Bull Dog, French"
1553,Manhattan,Boston Terrier
1554,Manhattan,German Shepherd Crossbreed
1555,Manhattan,Cocker Spaniel
1556,Brooklyn,Pomeranian
1557,Manhattan,Labrador Retriever
1558,Brooklyn,Beagle
1559,Manhattan,Unknown
1560,Brooklyn,Labrador Retriever
1561,Manhattan,"Bull Dog, French"
1562,Staten Island,Labrador Retriever
1563,Manhattan,Unknown
1564,Brooklyn,Pointer
1565,Bronx,Chihuahua
1566,Manhattan,Yorkshire Terrier
1567,Queens,Pug
1568,Brooklyn,Cavalier King Charles Spaniel
1569,Brooklyn,"Bull Dog, French"
1570,Manhattan,Golden Retriever
1571,Manhattan,Shiba Inu
1572,Brooklyn,Cavalier King Charles Spaniel
1573,Queens,Unknown
1574,Brooklyn,Cocker Spaniel
1575,Queens,Maltese
1576,Manhattan,Shih Tzu
1577,Queens,Beagle
1578,Brooklyn,Pekingese
1579,Manhattan,Bichon Frise
1580,Manhattan,Pomeranian
1581,Bronx,American Pit Bull Terrier/Pit Bull
1582,Manhattan,Yorkshire Terrier
1583,Manhattan,Pomeranian
1584,Brooklyn,Unknown
1585,Brooklyn,Labrador Retriever
1586,Manhattan,Siberian Husky
1587,Brooklyn,"Pointer, German Wirehaired"
1588,Bronx,Maltese
1589,Queens,Cocker Spaniel
1590,Queens,Cocker Spaniel
1591,Queens,Pomeranian
